article_w_version,model_name,Statement_Match_Rate,Type_Match_Rate,Combined_Statement_Type_Match_Rate,Name_Match_Rate,Type_Name_Match_Rate,Type_Correct_Name_Match_Rate,Title_Match_Rate,Justification_Match_Rate,Title_Justification_Join_Match_Rate,All_Attribute_Accuracy,LLM_Miss_Rate,LLM_Unique_Discover_Rate,Both_Found_Count,Match_Counts,LLM_Unique_Discover_Counts,Total_Unique_Sentences
24-what-happens-to-migrants_avg,deepseek-chat-0.0-r,0.6363636363636364,1.0,0.6363636363636364,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.8571428571428571,0.5454545454545454,0.36363636363636365,0.21428571428571427,7.0,6.0,3.0,14.0
25-ballot-access-trans_avg,deepseek-chat-0.0-r,0.40540540540540543,0.9333333333333333,0.3783783783783784,0.8666666666666667,0.8666666666666667,0.9285714285714286,0.8666666666666667,0.26666666666666666,0.3333333333333333,0.32432432432432434,0.5945945945945946,0.0975609756097561,15.0,13.0,4.0,41.0
26-biden-harris-11M_avg,deepseek-chat-0.0-r,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.75,1.0,1.0,3.0,4.0
27-general-assembly-landlords_avg,deepseek-chat-0.0-r,0.8823529411764706,0.9333333333333333,0.8235294117647058,0.8,0.8,0.8571428571428571,0.4,0.5333333333333333,0.5333333333333333,0.5294117647058824,0.11764705882352941,0.34615384615384615,15.0,12.0,9.0,26.0
28-scranton-ukrainian-weapons_avg,deepseek-chat-0.0-r,0.9090909090909091,0.8,0.7272727272727273,0.7,0.7,0.875,0.7,0.2,0.2,0.5454545454545454,0.09090909090909091,0.35294117647058826,10.0,7.0,6.0,17.0
29-tim-scott-deregulate_avg,deepseek-chat-0.0-r,0.4375,0.2857142857142857,0.125,0.14285714285714285,0.14285714285714285,0.5,0.14285714285714285,0.0,0.0,0.0,0.5625,0.15789473684210525,7.0,1.0,3.0,19.0
3-SF renewed-sweeps_avg,deepseek-chat-0.0-r,0.3333333333333333,0.625,0.20833333333333334,0.75,0.625,1.0,0.75,0.0,0.0,0.041666666666666664,0.6666666666666666,0.1111111111111111,8.0,5.0,3.0,27.0
30-la-lower-rent-hikes_avg,deepseek-chat-0.0-r,0.24324324324324326,0.8888888888888888,0.21621621621621623,0.5555555555555556,0.5555555555555556,0.625,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.02702702702702703,0.7567567567567568,0.13953488372093023,9.0,6.0,6.0,43.0
32-openai_board_avg,deepseek-chat-0.0-r,0.8823529411764706,0.13333333333333333,0.11764705882352941,0.4666666666666667,0.13333333333333333,1.0,0.4666666666666667,0.4,0.4,0.0,0.11764705882352941,0.48484848484848486,15.0,2.0,16.0,33.0
33-human-border_patrol_towers_avg,deepseek-chat-0.0-r,0.5357142857142857,1.0,0.5357142857142857,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.2,0.5333333333333333,0.35714285714285715,0.4642857142857143,0.06666666666666667,15.0,14.0,2.0,30.0
34-human-ca_guanranteed_income_avg,deepseek-chat-0.0-r,0.37037037037037035,1.0,0.37037037037037035,1.0,1.0,1.0,1.0,0.8,0.8,0.3333333333333333,0.6296296296296297,0.03571428571428571,10.0,10.0,1.0,28.0
4-SFO-Labor-Day_avg,deepseek-chat-0.0-r,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7,0.7,0.0,0.16666666666666666,10.0,10.0,2.0,12.0
5-Humboldt-SF-homeless-bus_avg,deepseek-chat-0.0-r,0.5833333333333334,0.7142857142857143,0.4166666666666667,0.5714285714285714,0.5714285714285714,0.8,0.5714285714285714,0.14285714285714285,0.5714285714285714,0.25,0.4166666666666667,0.07692307692307693,7.0,5.0,1.0,13.0
6-OUSD-basic-job_avg,deepseek-chat-0.0-r,0.4,1.0,0.4,0.9,0.9,0.9,0.9,0.3,0.5,0.24,0.6,0.038461538461538464,10.0,8.0,1.0,26.0
7-District7-Candidate-Sues_avg,deepseek-chat-0.0-r,0.7142857142857143,0.6,0.42857142857142855,0.6,0.6,1.0,0.6666666666666666,0.06666666666666667,0.3333333333333333,0.38095238095238093,0.2857142857142857,0.27586206896551724,15.0,8.0,8.0,29.0
8-primary-recount-complete_avg,deepseek-chat-0.0-r,0.6,1.0,0.6,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6,0.4,0.0,3.0,3.0,0.0,5.0
9-steph-curry-gold_avg,deepseek-chat-0.0-r,0.5555555555555556,1.0,0.5555555555555556,1.0,1.0,1.0,1.0,0.2,0.2,0.5555555555555556,0.4444444444444444,0.18181818181818182,5.0,5.0,2.0,11.0
