SourcedStatement,SourceType,Name,Title,Justification
He left the courthouse without much hope.,Named Person Sources,Bryant Woods,null,He left the courthouse without much hope.
"To reduce such evictions, one of the court’s judges, Deborah Henderson; Shelby County Commissioner Erika Sugarmon; and Cindy Ettingoff, then-CEO of Memphis Area Legal Services, last summer secured $240,000 in the county budget to pilot a pre-litigation mediation program for landlord-tenant disputes.",Named Person Sources,Deborah Henderson,Judge,"To reduce such evictions, one of the court’s judges, Deborah Henderson; Shelby County Commissioner Erika Sugarmon; and Cindy Ettingoff, then-CEO of Memphis Area Legal Services, last summer secured $240,000 in the county budget to pilot a pre-litigation mediation program for landlord-tenant disputes."
"The initial goal was for MALS to use the money to hire a few employees — including a former code inspector since property conditions almost always drive the disputes. The nonprofit would then find tenants and landlords who seemed headed toward eviction and prevent at least 300 evictions — all in a year. The founders hoped this type of impact would prove the need for a specialized housing court in Shelby County, where judges could take a property’s condition into account when deciding eviction cases — as opposed to simply whether a tenant was behind on rent.",Named Person Sources,Deborah Henderson,Judge,The initial goal was for MALS to use the money to hire a few employees — including a former code inspector since property conditions almost always drive the disputes.
"But receiving the money from the county turned into an adventure. The cash didn’t make it to MALS until February 2024, due to problems with how the County Commission resolution was originally drafted, Henderson said.",Named Person Sources,Deborah Henderson,Judge,"But receiving the money from the county turned into an adventure. The cash didn’t make it to MALS until February 2024, due to problems with how the County Commission resolution was originally drafted, Henderson said."
"Recently, MALS worked with a woman who was living in a house that “should not be lived in by anyone” and was starting to fall behind on rent, Henderson said.",Named Person Sources,Deborah Henderson,Judge,"Recently, MALS worked with a woman who was living in a house that “should not be lived in by anyone” and was starting to fall behind on rent, Henderson said."
Though the program has only helped a couple of tenants so far — not 300 — Henderson believes it’s already proving its value.,Named Person Sources,Deborah Henderson,Judge,Though the program has only helped a couple of tenants so far — not 300 — Henderson believes it’s already proving its value.
"“There are no income limits or income requirements,” Henderson told a WLOK-AM audience earlier this summer. “If you’re a tenant who is having trouble with your landlord, you need to give us a call. … If you’re a landlord and you have a troublesome tenant … give us a call.”",Named Person Sources,Deborah Henderson,Judge,"“There are no income limits or income requirements,” Henderson told a WLOK-AM audience earlier this summer."
"For the program to succeed, Grida said raising greater awareness will be key, as most Memphians it could help don’t yet know it exists.",Named Person Sources,Nicole Grida,CEO of Memphis Area Legal Services,"For the program to succeed, Grida said raising greater awareness will be key, as most Memphians it could help don’t yet know it exists."
"Woods’ case, for instance, sounded like a perfect fit for mediation, Henderson said, if only they’d found him before the eviction was filed.",Named Person Sources,Deborah Henderson,Judge,"Woods’ case, for instance, sounded like a perfect fit for mediation, Henderson said, if only they’d found him before the eviction was filed."
"“We could have drafted a document that ensured the landlord (followed the verbal agreement),” she said.",Named Person Sources,Deborah Henderson,Judge,"“We could have drafted a document that ensured the landlord (followed the verbal agreement),” she said."
"Though the mediation program just launched, it’s going to have to quickly prove its impact. Its leaders are scheduled to present to the County Commission at the end of 2024, in hopes they can receive additional county funding after this first $240,000 runs out in February 2025.",Named Person Sources,Nicole Grida,CEO of Memphis Area Legal Services,"Though the mediation program just launched, it’s going to have to quickly prove its impact. Its leaders are scheduled to present to the County Commission at the end of 2024, in hopes they can receive additional county funding after this first $240,000 runs out in February 2025."
"Meanwhile, Grida said MALS is looking for other funders interested in backing the effort.",Named Person Sources,Nicole Grida,CEO of Memphis Area Legal Services,"Meanwhile, Grida said MALS is looking for other funders interested in backing the effort."
"Henderson believes the program will require a much longer pilot period before it’s able to produce the proof necessary to create a housing court. But, despite the rough start, she remains “very hopeful” for its future.",Named Person Sources,Deborah Henderson,Judge,"Henderson believes the program will require a much longer pilot period before it’s able to produce the proof necessary to create a housing court. But, despite the rough start, she remains “very hopeful” for its future."
